cliente_id,nombre_cliente,segmento_cliente,ciudad,edad,ingreso_estimado,total_productos,lista_productos,saldo_total,consumo_total_tc,cupo_total_tc,dias_venc_minimo,canales_usados,n_productos_distintos,es_multiproducto,utilizacion_tc_pct,lover_type,categoria_dominante
C000320,Cliente 0320,Mass,Guayaquil,22,1914.69,5,Tarjeta de Crédito,4588.2,1646.33,12000.0,827.0,"App, Branch, POS, Web",1,False,13.7,Tech Lover,Technology
C000321,Cliente 0321,Mass,Guayaquil,51,751.8,16,"Crédito Hipotecario, Tarjeta de Crédito",268146.38,629.23,11700.0,480.0,"App, Branch, POS, Web",2,True,5.4,Food & Supermarket Lover,Food
C000322,Cliente 0322,Affluent,Quito,40,1897.67,21,"Crédito Vehicular, Cuenta de Ahorros, Tarjeta de Crédito",92292.81,1882.28,44800.0,863.0,"ATM, App, Branch, POS, Web",3,True,4.2,Travel Lover,Travel
C000323,Cliente 0323,Joven,Guayaquil,22,627.83,3,Crédito Vehicular,60275.13,0.0,0.0,190.0,"ATM, App, Web",1,False,,Sin Perfil de Consumo,N/A
C000324,Cliente 0324,Mass,Manta,38,719.65,11,"Crédito de Consumo, Tarjeta de Crédito",27524.199999999997,245.35999999999999,6400.0,624.0,"App, Branch, POS, Web",2,True,3.8,Food & Supermarket Lover,Food
C000325,Cliente 0325,Joven,Quito,35,459.53,13,"Crédito Hipotecario, Crédito de Consumo, Tarjeta de Crédito",102625.26,157.9,7200.0,558.0,"App, Branch, POS, Web",3,True,2.2,Entertainment & Streaming Lover,Streaming
C000326,Cliente 0326,Affluent,Quito,39,2323.5,14,"Crédito Hipotecario, Cuenta de Ahorros, Tarjeta de Crédito",80949.57,1848.81,39600.0,645.0,"ATM, App, Branch, POS, Web",3,True,4.7,Lifestyle Lover,Fuel
C000327,Cliente 0327,Mass,Cuenca,45,1028.7,14,"Cuenta Corriente, Tarjeta de Crédito",3124.93,860.32,23400.0,75.0,"Branch, POS, Web",2,True,3.7,Travel Lover,Travel
C000328,Cliente 0328,Joven,Cuenca,35,603.41,4,"Crédito Hipotecario, Crédito Vehicular, Cuenta Corriente",41294.9,0.0,0.0,1520.0,"App, Branch, Web",3,True,,Sin Perfil de Consumo,N/A
C000329,Cliente 0329,Mass,Guayaquil,27,843.23,8,"Crédito de Consumo, Cuenta Corriente, Cuenta de Ahorros",19926.559999999998,0.0,0.0,1832.0,"Branch, Web",3,True,,Sin Perfil de Consumo,N/A
C000330,Cliente 0330,Mass,Quito,45,413.57,7,"Crédito Vehicular, Tarjeta de Crédito",13418.92,154.76,7200.0,305.0,"App, Branch, POS, Web",2,True,2.1,Travel Lover,Travel
C000331,Cliente 0331,Mass,Guayaquil,34,968.27,16,"Crédito Vehicular, Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",48931.71,595.25,10000.0,117.0,"App, Branch, POS, Web",4,True,6.0,Food & Supermarket Lover,Food
C000332,Cliente 0332,Affluent,Guayaquil,47,2804.31,19,"Crédito Hipotecario, Crédito de Consumo, Cuenta de Ahorros, Tarjeta de Crédito",437206.93999999994,2702.69,40800.0,594.0,"ATM, App, Branch, POS, Web",4,True,6.6,Health & Wellness Lover,Health
C000333,Cliente 0333,Mass,Cuenca,34,5129.15,14,"Crédito Vehicular, Cuenta Corriente, Tarjeta de Crédito",119385.47,1978.64,125100.0,658.0,"App, Branch, POS, Web",3,True,1.6,Education Lover,Education
C000334,Cliente 0334,Mass,Guayaquil,48,788.87,10,Tarjeta de Crédito,4349.5,290.87,18000.0,360.0,"ATM, App, Branch, POS",1,False,1.6,Food & Supermarket Lover,Food
C000335,Cliente 0335,PyME,Cuenca,43,3355.55,14,"Crédito Vehicular, Crédito de Consumo, Tarjeta de Crédito",111458.39,2244.4300000000003,45900.0,760.0,"ATM, App, Branch, POS, Web",3,True,4.9,Tech Lover,Technology
C000336,Cliente 0336,Mass,Guayaquil,37,835.43,11,"Crédito Hipotecario, Cuenta de Ahorros, Tarjeta de Crédito",127074.06,229.01,9100.0,1189.0,"ATM, App, Branch, POS, Web",3,True,2.5,Food & Supermarket Lover,Supermarket
C000337,Cliente 0337,Affluent,Quito,41,1778.52,12,"Crédito de Consumo, Tarjeta de Crédito",40762.89,802.67,21600.0,166.0,"ATM, App, Branch, POS, Web",2,True,3.7,Food & Supermarket Lover,Supermarket
C000338,Cliente 0338,Mass,Quito,34,1337.42,18,"Cuenta de Ahorros, Tarjeta de Crédito",38516.96,1113.7,48100.0,707.0,"ATM, App, Branch, POS, Web",2,True,2.3,Entertainment & Streaming Lover,Entertainment
C000339,Cliente 0339,Premium,Quito,38,4009.34,10,"Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",34612.36,492.02,38800.0,359.0,"App, Branch, POS, Web",3,True,1.3,Travel Lover,Travel
C000340,Cliente 0340,Affluent,Guayaquil,40,1902.78,14,"Crédito Vehicular, Tarjeta de Crédito",23215.51,2284.77,28600.0,716.0,"App, Branch, POS, Web",2,True,8.0,Lifestyle Lover,Others
C000341,Cliente 0341,Mass,Ambato,31,860.36,7,"Cuenta de Ahorros, Tarjeta de Crédito",4421.820000000001,150.57,9600.0,867.0,"App, Web",2,True,1.6,Entertainment & Streaming Lover,Entertainment
C000342,Cliente 0342,Mass,Cuenca,37,705.84,10,"Cuenta Corriente, Tarjeta de Crédito",4662.99,297.17,9900.0,1104.0,"ATM, App, Branch, POS, Web",2,True,3.0,Entertainment & Streaming Lover,Streaming
C000343,Cliente 0343,PyME,Quito,33,5926.01,13,"Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",146859.85,2138.8,116200.0,473.0,"App, Branch, POS, Web",3,True,1.8,Tech Lover,Technology
C000344,Cliente 0344,PyME,Cuenca,41,4594.33,11,"Crédito Hipotecario, Cuenta Corriente, Tarjeta de Crédito",250649.03,3956.23,58100.0,505.0,"App, Branch, POS, Web",3,True,6.8,Lifestyle Lover,Others
C000345,Cliente 0345,PyME,Quito,36,1694.63,15,"Crédito de Consumo, Cuenta Corriente, Tarjeta de Crédito",76317.29,1663.16,44000.0,161.0,"App, Branch, POS, Web",3,True,3.8,Lifestyle Lover,Fuel
C000346,Cliente 0346,Mass,Guayaquil,55,1309.99,5,"Crédito de Consumo, Tarjeta de Crédito",7715.2,514.22,6800.0,564.0,"ATM, App, Branch, POS",2,True,7.6,Lifestyle Lover,Fuel
C000347,Cliente 0347,Mass,Guayaquil,40,588.77,12,"Crédito Hipotecario, Cuenta Corriente, Tarjeta de Crédito",97402.55,253.62,7200.0,1419.0,"ATM, App, Branch, POS, Web",3,True,3.5,Lifestyle Lover,Fuel
C000348,Cliente 0348,Affluent,Guayaquil,43,4111.28,13,"Cuenta Corriente, Tarjeta de Crédito",68090.17,2037.3700000000001,73700.0,1139.0,"App, Branch, POS, Web",2,True,2.8,Food & Supermarket Lover,Food
C000349,Cliente 0349,Mass,Guayaquil,26,1247.85,15,"Crédito Vehicular, Tarjeta de Crédito",57482.79,938.3100000000001,26400.0,1171.0,"App, Branch, POS, Web",2,True,3.6,Lifestyle Lover,Others
C000350,Cliente 0350,Joven,Ambato,51,633.22,3,"Crédito Vehicular, Cuenta de Ahorros",5912.92,0.0,0.0,1485.0,"ATM, Branch, Web",2,True,,Sin Perfil de Consumo,N/A
C000351,Cliente 0351,Mass,Loja,60,629.39,12,"Cuenta de Ahorros, Tarjeta de Crédito",7824.719999999999,474.62,5600.0,110.0,"ATM, App, Branch, POS, Web",2,True,8.5,Tech Lover,Technology
C000352,Cliente 0352,Mass,Cuenca,39,1364.83,10,"Crédito Hipotecario, Crédito Vehicular, Cuenta de Ahorros",217945.19,0.0,0.0,503.0,"ATM, App, Branch, POS, Web",3,True,,Sin Perfil de Consumo,N/A
C000353,Cliente 0353,PyME,Guayaquil,18,1420.51,2,Crédito de Consumo,25293.5,0.0,0.0,96.0,"ATM, Branch",1,False,,Sin Perfil de Consumo,N/A
C000354,Cliente 0354,Affluent,Loja,32,1703.34,8,"Crédito Vehicular, Cuenta Corriente, Cuenta de Ahorros",58152.9,0.0,0.0,322.0,"ATM, App, Branch, Web",3,True,,Sin Perfil de Consumo,N/A
C000355,Cliente 0355,Joven,Guayaquil,40,798.77,3,Crédito de Consumo,10060.92,0.0,0.0,1612.0,"App, Web",1,False,,Sin Perfil de Consumo,N/A
C000356,Cliente 0356,Mass,Manta,38,559.96,15,"Crédito Hipotecario, Crédito de Consumo, Tarjeta de Crédito",117882.55,393.21,10400.0,54.0,"ATM, App, Branch, POS, Web",3,True,3.8,Food & Supermarket Lover,Food
C000357,Cliente 0357,Mass,Ambato,41,530.21,5,Tarjeta de Crédito,3001.6000000000004,185.75,6500.0,1307.0,"App, Web",1,False,2.9,Entertainment & Streaming Lover,Entertainment
C000358,Cliente 0358,Premium,Guayaquil,42,2072.26,17,"Crédito Hipotecario, Crédito Vehicular, Tarjeta de Crédito",281285.91,1367.26,39600.0,504.0,"App, Branch, POS, Web",3,True,3.5,Food & Supermarket Lover,Food
C000359,Cliente 0359,Mass,Quito,43,851.19,18,"Crédito Hipotecario, Crédito Vehicular, Tarjeta de Crédito",245334.91,610.25,19500.0,80.0,"App, Branch, POS, Web",3,True,3.1,Health & Wellness Lover,Health
C000360,Cliente 0360,Mass,Guayaquil,24,599.1,13,"Crédito Hipotecario, Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",96971.13,160.64,14400.0,691.0,"App, Branch, POS, Web",4,True,1.1,Travel Lover,Travel
C000361,Cliente 0361,Premium,Guayaquil,55,2979.86,17,"Crédito Vehicular, Tarjeta de Crédito",54679.78999999999,2512.2799999999997,82500.0,598.0,"App, Branch, POS, Web",2,True,3.0,Lifestyle Lover,Others
C000362,Cliente 0362,Affluent,Guayaquil,47,2527.46,14,"Crédito de Consumo, Cuenta de Ahorros, Tarjeta de Crédito",47444.38,654.66,47200.0,99.0,"ATM, App, Branch, POS",3,True,1.4,Entertainment & Streaming Lover,Entertainment
C000363,Cliente 0363,Affluent,Guayaquil,42,1872.54,3,"Crédito Vehicular, Crédito de Consumo",45005.619999999995,0.0,0.0,1742.0,"App, Branch, Web",2,True,,Sin Perfil de Consumo,N/A
C000364,Cliente 0364,Mass,Quito,29,1063.68,11,"Crédito Vehicular, Crédito de Consumo, Tarjeta de Crédito",68582.13,828.13,14000.0,302.0,"ATM, App, Branch, POS, Web",3,True,5.9,Travel Lover,Travel
C000365,Cliente 0365,Mass,Quito,29,1128.69,3,Crédito de Consumo,12074.64,0.0,0.0,882.0,"ATM, App, Web",1,False,,Sin Perfil de Consumo,N/A
C000366,Cliente 0366,Mass,Guayaquil,34,840.88,3,Crédito Hipotecario,229213.56,0.0,0.0,136.0,"App, Branch",1,False,,Sin Perfil de Consumo,N/A
C000367,Cliente 0367,Joven,Quito,22,785.39,20,"Crédito de Consumo, Cuenta de Ahorros, Tarjeta de Crédito",14254.56,849.32,30800.0,611.0,"ATM, App, Branch, POS, Web",3,True,2.8,Entertainment & Streaming Lover,Entertainment
C000368,Cliente 0368,Mass,Loja,30,653.21,16,"Crédito Hipotecario, Crédito de Consumo, Cuenta de Ahorros, Tarjeta de Crédito",179434.26,414.78,8100.0,188.0,"ATM, App, Branch, POS, Web",4,True,5.1,Education Lover,Education
C000369,Cliente 0369,Affluent,Cuenca,42,2964.95,3,Crédito de Consumo,28565.129999999997,0.0,0.0,548.0,"ATM, Branch, POS",1,False,,Sin Perfil de Consumo,N/A
C000370,Cliente 0370,PyME,Guayaquil,58,3180.36,11,"Cuenta Corriente, Tarjeta de Crédito",57505.46,1548.34,66500.0,814.0,"App, Branch, POS, Web",2,True,2.3,Entertainment & Streaming Lover,Streaming
C000371,Cliente 0371,Mass,Guayaquil,19,1332.89,12,"Crédito Hipotecario, Tarjeta de Crédito",90100.45999999999,767.31,19800.0,381.0,"App, POS, Web",2,True,3.9,Food & Supermarket Lover,Food
C000372,Cliente 0372,Affluent,Guayaquil,40,1688.49,2,"Cuenta Corriente, Cuenta de Ahorros",12692.16,0.0,0.0,,"ATM, Web",2,True,,Sin Perfil de Consumo,N/A
C000373,Cliente 0373,Mass,Guayaquil,32,1150.24,1,Crédito de Consumo,6015.18,0.0,0.0,832.0,Web,1,False,,Sin Perfil de Consumo,N/A
C000374,Cliente 0374,Mass,Cuenca,43,719.0,9,"Crédito Hipotecario, Tarjeta de Crédito",345219.15,170.85,4200.0,675.0,"ATM, App, Web",2,True,4.1,Travel Lover,Travel
C000375,Cliente 0375,Mass,Quito,48,671.4,15,"Crédito Vehicular, Tarjeta de Crédito",44582.92,630.52,14300.0,617.0,"ATM, App, Branch, POS, Web",2,True,4.4,Food & Supermarket Lover,Food
C000376,Cliente 0376,Premium,Guayaquil,46,1741.64,15,"Cuenta de Ahorros, Tarjeta de Crédito",26991.84,1763.15,65800.0,409.0,"ATM, App, Branch, POS, Web",2,True,2.7,Health & Wellness Lover,Health
C000377,Cliente 0377,Premium,Quito,27,4698.34,14,"Crédito Vehicular, Tarjeta de Crédito",47833.42,2976.56,107900.0,471.0,"App, Branch, POS, Web",2,True,2.8,Lifestyle Lover,Fuel
C000378,Cliente 0378,Joven,Cuenca,37,553.56,7,"Cuenta de Ahorros, Tarjeta de Crédito",6194.52,180.16,6500.0,1218.0,"ATM, App, POS, Web",2,True,2.8,Lifestyle Lover,Others
C000379,Cliente 0379,Mass,Ambato,41,663.09,8,"Crédito Vehicular, Crédito de Consumo, Tarjeta de Crédito",24625.35,70.66,4800.0,170.0,"ATM, App, Branch, POS, Web",3,True,1.5,Tech Lover,Technology
C000380,Cliente 0380,Mass,Cuenca,22,1214.19,12,"Crédito Vehicular, Tarjeta de Crédito",74807.22,692.4000000000001,23400.0,1294.0,"App, Branch, POS, Web",2,True,3.0,Travel Lover,Travel
C000381,Cliente 0381,Affluent,Guayaquil,26,1530.46,7,"Crédito Vehicular, Tarjeta de Crédito",85298.12,474.65,13200.0,75.0,"App, Branch, POS, Web",2,True,3.6,Entertainment & Streaming Lover,Streaming
C000382,Cliente 0382,Premium,Loja,39,4263.31,11,"Crédito Hipotecario, Crédito Vehicular, Cuenta de Ahorros, Tarjeta de Crédito",176981.64,1895.44,48800.0,464.0,"ATM, App, Branch, POS, Web",4,True,3.9,Education Lover,Education
C000383,Cliente 0383,Mass,Desconocida,31,1038.79,10,Tarjeta de Crédito,15173.4,604.8,29000.0,8.0,"ATM, App, POS, Web",1,False,2.1,Food & Supermarket Lover,Supermarket
C000384,Cliente 0384,Mass,Guayaquil,39,769.73,14,"Crédito Vehicular, Cuenta de Ahorros, Tarjeta de Crédito",103963.81000000001,188.96,19800.0,176.0,"App, Branch, POS, Web",3,True,1.0,Food & Supermarket Lover,Supermarket
C000385,Cliente 0385,Affluent,Guayaquil,42,3141.0,12,"Crédito de Consumo, Cuenta Corriente, Tarjeta de Crédito",47379.3,1411.3400000000001,34300.0,711.0,"App, Branch, POS, Web",3,True,4.1,Travel Lover,Travel
C000386,Cliente 0386,Premium,Guayaquil,27,4837.81,4,Cuenta de Ahorros,33280.24,0.0,0.0,,"ATM, App, Web",1,False,,Sin Perfil de Consumo,N/A
C000387,Cliente 0387,Mass,Guayaquil,24,1337.39,13,"Crédito Vehicular, Tarjeta de Crédito",52322.44,1018.4399999999999,20900.0,508.0,"ATM, App, Branch, POS, Web",2,True,4.9,Food & Supermarket Lover,Supermarket
C000388,Cliente 0388,Mass,Quito,46,853.29,8,"Crédito Vehicular, Tarjeta de Crédito",58116.649999999994,172.72,7500.0,690.0,"ATM, App, Branch, POS, Web",2,True,2.3,Education Lover,Education
C000389,Cliente 0389,PyME,Ambato,32,3594.14,10,"Crédito Hipotecario, Cuenta de Ahorros, Tarjeta de Crédito",180881.02000000002,3258.79,28000.0,56.0,"ATM, App, Branch, POS, Web",3,True,11.6,Travel Lover,Travel
C000390,Cliente 0390,Affluent,Cuenca,46,1620.32,13,"Crédito de Consumo, Tarjeta de Crédito",30222.749999999996,1045.41,43200.0,56.0,"App, Branch, POS, Web",2,True,2.4,Travel Lover,Travel
C000391,Cliente 0391,Mass,Ambato,25,1490.78,16,"Crédito Hipotecario, Cuenta Corriente, Tarjeta de Crédito",272976.72,504.96999999999997,15300.0,64.0,"App, Branch, POS, Web",3,True,3.3,Travel Lover,Travel
C000392,Cliente 0392,PyME,Cuenca,25,1756.96,15,"Crédito de Consumo, Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",29061.38,898.0600000000001,31500.0,53.0,"ATM, App, Branch, POS, Web",4,True,2.9,Entertainment & Streaming Lover,Streaming
C000393,Cliente 0393,Mass,Guayaquil,30,1408.42,15,"Crédito Hipotecario, Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",66631.18,1616.52,23000.0,148.0,"App, Branch, POS, Web",4,True,7.0,Health & Wellness Lover,Health
C000394,Cliente 0394,Affluent,Quito,33,2583.03,16,"Cuenta de Ahorros, Tarjeta de Crédito",26157.86,3053.26,82600.0,123.0,"App, Branch, POS, Web",2,True,3.7,Travel Lover,Travel
C000395,Cliente 0395,Joven,Cuenca,47,594.63,18,"Crédito Hipotecario, Crédito de Consumo, Tarjeta de Crédito",288855.6,566.19,18000.0,337.0,"ATM, App, Branch, POS, Web",3,True,3.1,Entertainment & Streaming Lover,Streaming
C000396,Cliente 0396,Affluent,Guayaquil,63,2016.23,12,"Crédito Vehicular, Cuenta Corriente, Tarjeta de Crédito",29144.899999999998,917.33,28000.0,1289.0,"App, Branch, POS, Web",3,True,3.3,Tech Lover,Technology
C000397,Cliente 0397,Premium,Guayaquil,67,3278.61,13,"Crédito de Consumo, Cuenta de Ahorros, Tarjeta de Crédito",85211.35,1661.72,58800.0,1157.0,"App, Branch, POS, Web",3,True,2.8,Food & Supermarket Lover,Supermarket
C000398,Cliente 0398,Affluent,Guayaquil,51,3645.09,7,Tarjeta de Crédito,29477.28,2107.81,74900.0,16.0,"App, Branch, POS, Web",1,False,2.8,Entertainment & Streaming Lover,Streaming
C000399,Cliente 0399,Mass,Quito,55,796.69,11,"Crédito Hipotecario, Cuenta de Ahorros, Tarjeta de Crédito",92069.17,575.7,15200.0,171.0,"ATM, App, POS, Web",3,True,3.8,Entertainment & Streaming Lover,Streaming
C000400,Cliente 0400,Mass,Manta,40,1001.77,16,"Crédito Hipotecario, Tarjeta de Crédito",242601.58,1267.21,36400.0,263.0,"ATM, App, Branch, POS, Web",2,True,3.5,Entertainment & Streaming Lover,Streaming
C000401,Cliente 0401,Premium,Guayaquil,32,4211.19,18,"Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",100250.4,4085.28,107900.0,1225.0,"ATM, App, Branch, POS, Web",3,True,3.8,Travel Lover,Travel
C000402,Cliente 0402,PyME,Guayaquil,42,3125.81,14,"Crédito Hipotecario, Crédito de Consumo, Cuenta Corriente, Tarjeta de Crédito",121765.12,2113.19,41400.0,1155.0,"App, Branch, POS, Web",4,True,5.1,Food & Supermarket Lover,Supermarket
C000403,Cliente 0403,PyME,Quito,38,3338.95,7,"Crédito Hipotecario, Tarjeta de Crédito",62479.55,811.05,31000.0,303.0,"App, Branch, POS, Web",2,True,2.6,Travel Lover,Travel
C000404,Cliente 0404,Premium,Quito,38,2533.56,2,Cuenta de Ahorros,6605.4,0.0,0.0,,"ATM, Web",1,False,,Sin Perfil de Consumo,N/A
C000405,Cliente 0405,Mass,Guayaquil,35,1172.73,7,"Crédito de Consumo, Tarjeta de Crédito",13977.86,245.44,13600.0,530.0,"App, Branch, POS, Web",2,True,1.8,Entertainment & Streaming Lover,Entertainment
C000406,Cliente 0406,Affluent,Guayaquil,68,2173.31,13,"Crédito Hipotecario, Crédito de Consumo, Tarjeta de Crédito",126519.17,1568.83,64000.0,371.0,"ATM, App, Branch, POS, Web",3,True,2.5,Food & Supermarket Lover,Food
C000407,Cliente 0407,Joven,Guayaquil,40,803.94,11,"Crédito de Consumo, Cuenta de Ahorros, Tarjeta de Crédito",16558.9,443.15999999999997,10500.0,402.0,"App, Branch, POS, Web",3,True,4.2,Food & Supermarket Lover,Supermarket
C000408,Cliente 0408,Mass,Quito,43,1026.42,9,"Crédito Hipotecario, Tarjeta de Crédito",213685.90000000002,250.8,21000.0,760.0,"ATM, App, Branch, POS, Web",2,True,1.2,Travel Lover,Travel
C000409,Cliente 0409,Mass,Quito,48,1408.52,12,"Crédito Hipotecario, Tarjeta de Crédito",351660.72000000003,730.97,18000.0,250.0,"ATM, App, Branch, POS, Web",2,True,4.1,Food & Supermarket Lover,Supermarket
C000410,Cliente 0410,Mass,Manta,41,956.06,11,"Crédito Vehicular, Cuenta Corriente, Tarjeta de Crédito",28616.510000000002,514.82,24300.0,1279.0,"ATM, App, Branch, POS, Web",3,True,2.1,Education Lover,Education
C000411,Cliente 0411,Joven,Quito,31,611.88,7,"Crédito Vehicular, Cuenta de Ahorros",46081.75,0.0,0.0,1529.0,"ATM, App, Branch, Web",2,True,,Sin Perfil de Consumo,N/A
C000412,Cliente 0412,Joven,Quito,18,538.75,17,"Crédito de Consumo, Cuenta Corriente, Tarjeta de Crédito",22696.18,347.67,10800.0,499.0,"ATM, App, Branch, POS, Web",3,True,3.2,Lifestyle Lover,Fuel
C000413,Cliente 0413,Premium,Guayaquil,36,1720.9,6,"Crédito de Consumo, Cuenta Corriente",61433.46000000001,0.0,0.0,1629.0,"ATM, Branch, Web",2,True,,Sin Perfil de Consumo,N/A
C000414,Cliente 0414,Joven,Manta,37,350.0,22,"Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",8640.03,411.48,11200.0,73.0,"ATM, App, Branch, POS, Web",3,True,3.7,Food & Supermarket Lover,Supermarket
C000415,Cliente 0415,Joven,Desconocida,56,1008.25,11,"Cuenta Corriente, Cuenta de Ahorros, Tarjeta de Crédito",12128.59,299.55,7700.0,144.0,"App, Branch, POS, Web",3,True,3.9,Travel Lover,Travel
C000416,Cliente 0416,Mass,Quito,31,909.53,14,"Crédito de Consumo, Cuenta de Ahorros, Tarjeta de Crédito",14999.08,306.2,16000.0,1077.0,"ATM, App, Branch, POS, Web",3,True,1.9,Entertainment & Streaming Lover,Streaming
C000417,Cliente 0417,Mass,Manta,35,1009.22,16,"Crédito Hipotecario, Tarjeta de Crédito",414191.56000000006,490.77,31200.0,252.0,"App, Branch, POS, Web",2,True,1.6,Tech Lover,Technology
C000418,Cliente 0418,Affluent,Ambato,61,2544.37,7,"Crédito Vehicular, Crédito de Consumo, Tarjeta de Crédito",46719.09,759.14,26400.0,139.0,"Branch, Web",3,True,2.9,Travel Lover,Travel
C000419,Cliente 0419,Mass,Ambato,23,1341.78,3,Crédito de Consumo,19952.88,0.0,0.0,587.0,"ATM, Branch",1,False,,Sin Perfil de Consumo,N/A
C000420,Cliente 0420,Mass,Guayaquil,44,523.23,15,"Crédito Hipotecario, Crédito Vehicular, Cuenta de Ahorros, Tarjeta de Crédito",133520.85,214.7,9900.0,1209.0,"ATM, App, Branch, POS, Web",4,True,2.2,Tech Lover,Technology
C000421,Cliente 0421,Joven,Guayaquil,41,904.42,21,"Crédito de Consumo, Cuenta Corriente, Tarjeta de Crédito",22648.41,581.53,28600.0,1037.0,"App, Branch, POS, Web",3,True,2.0,Entertainment & Streaming Lover,Entertainment
C000422,Cliente 0422,Affluent,Ambato,63,1264.45,14,"Crédito Hipotecario, Crédito de Consumo, Cuenta Corriente, Tarjeta de Crédito",288175.2,553.38,21700.0,721.0,"ATM, App, Branch, POS, Web",4,True,2.6,Tech Lover,Technology
C000423,Cliente 0423,Affluent,Guayaquil,24,2401.35,14,"Crédito Vehicular, Cuenta Corriente, Tarjeta de Crédito",87248.93,841.53,39200.0,1100.0,"ATM, App, Branch, POS, Web",3,True,2.1,Entertainment & Streaming Lover,Entertainment
C000424,Cliente 0424,Mass,Loja,53,744.95,13,"Crédito Hipotecario, Tarjeta de Crédito",100033.56000000001,393.13,26400.0,643.0,"App, Branch, POS, Web",2,True,1.5,Food & Supermarket Lover,Supermarket
C000425,Cliente 0425,Premium,Guayaquil,54,3745.05,16,"Cuenta de Ahorros, Tarjeta de Crédito",60052.6,3620.12,116400.0,1368.0,"App, Branch, POS, Web",2,True,3.1,Entertainment & Streaming Lover,Entertainment
C000426,Cliente 0426,Joven,Guayaquil,29,804.88,7,"Crédito Hipotecario, Tarjeta de Crédito",107443.11,260.09000000000003,10800.0,360.0,"POS, Web",2,True,2.4,Lifestyle Lover,Fuel
C000427,Cliente 0427,Affluent,Guayaquil,28,2069.57,10,Tarjeta de Crédito,12613.699999999999,1846.74,60000.0,539.0,"App, POS, Web",1,False,3.1,Travel Lover,Travel
C000428,Cliente 0428,Mass,Guayaquil,25,490.9,13,Tarjeta de Crédito,7667.660000000001,922.88,15600.0,479.0,"App, Branch, POS, Web",1,False,5.9,Entertainment & Streaming Lover,Entertainment
C000429,Cliente 0429,Mass,Quito,19,877.47,15,"Crédito Vehicular, Crédito de Consumo, Tarjeta de Crédito",69540.5,667.54,27500.0,173.0,"App, Branch, POS, Web",3,True,2.4,Food & Supermarket Lover,Supermarket
C000430,Cliente 0430,Premium,Guayaquil,18,4528.06,18,"Crédito Hipotecario, Crédito Vehicular, Tarjeta de Crédito",459222.5,2412.85,113100.0,803.0,"ATM, App, Branch, POS, Web",3,True,2.1,Food & Supermarket Lover,Food
C000431,Cliente 0431,Mass,Guayaquil,46,943.23,13,"Cuenta Corriente, Tarjeta de Crédito",16460.16,962.26,33600.0,1300.0,"App, Branch, POS",2,True,2.9,Tech Lover,Technology
C000432,Cliente 0432,Mass,Guayaquil,39,1061.42,17,"Crédito Hipotecario, Crédito Vehicular, Tarjeta de Crédito",151838.29,1207.34,16800.0,288.0,"App, Branch, POS, Web",3,True,7.2,Food & Supermarket Lover,Supermarket
C000433,Cliente 0433,Joven,Guayaquil,22,927.25,15,"Crédito Vehicular, Cuenta Corriente, Tarjeta de Crédito",74489.19,573.18,15400.0,951.0,"App, Branch, POS, Web",3,True,3.7,Lifestyle Lover,Fuel
C000434,Cliente 0434,Mass,Quito,33,1499.55,10,"Cuenta Corriente, Tarjeta de Crédito",17927.66,431.17,13300.0,1257.0,"ATM, App, Branch, POS, Web",2,True,3.2,Travel Lover,Travel
C000435,Cliente 0435,Mass,Manta,32,862.79,8,"Crédito Hipotecario, Tarjeta de Crédito",154045.68,423.2,6000.0,588.0,"ATM, App, POS, Web",2,True,7.1,Food & Supermarket Lover,Food
C000436,Cliente 0436,Joven,Quito,66,494.76,8,"Cuenta de Ahorros, Tarjeta de Crédito",11665.36,179.94,4000.0,329.0,"ATM, App, Branch, POS, Web",2,True,4.5,Health & Wellness Lover,Health
C000437,Cliente 0437,Joven,Manta,52,1256.27,12,"Crédito Hipotecario, Tarjeta de Crédito",164333.84000000003,785.78,33300.0,232.0,"ATM, App, Branch, POS, Web",2,True,2.4,Travel Lover,Travel
C000438,Cliente 0438,Affluent,Guayaquil,22,4394.06,12,"Crédito Vehicular, Cuenta Corriente, Tarjeta de Crédito",90672.3,1100.42,46200.0,166.0,"App, Branch, POS, Web",3,True,2.4,Food & Supermarket Lover,Supermarket
C000439,Cliente 0439,Mass,Guayaquil,41,828.51,15,"Crédito de Consumo, Tarjeta de Crédito",6280.6900000000005,436.45,21000.0,435.0,"App, Branch, POS, Web",2,True,2.1,Travel Lover,Travel
C000440,Cliente 0440,Mass,Cuenca,48,754.17,15,"Crédito Hipotecario, Cuenta Corriente, Tarjeta de Crédito",262168.77,305.06,12000.0,96.0,"ATM, App, POS, Web",3,True,2.5,Education Lover,Education
C000441,Cliente 0441,Mass,Guayaquil,59,960.53,2,Crédito de Consumo,11672.8,0.0,0.0,520.0,ATM,1,False,,Sin Perfil de Consumo,N/A
